,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
101,Gatton,0,AU,1571535436,34,-27.56,152.28,84.0,6.93
102,Paamiut,100,GL,1571535437,84,61.99,-49.67,40.52,11.25
103,Altamira,71,BR,1571535437,89,-3.2,-52.21,74.99,2.95
104,San Anselmo,1,US,1571535437,77,37.97,-122.56,64.0,5.82
105,Fort Nelson,90,CA,1571534922,93,58.81,-122.69,35.6,3.36
106,Hamilton,75,CA,1571535438,93,43.26,-79.87,50.0,9.17
107,Chuy,100,UY,1571535438,78,-33.69,-53.46,52.01,8.39
108,Carnarvon,0,ZA,1571535413,23,-30.97,22.13,61.78,5.97
109,Phalaborwa,0,ZA,1571535439,38,-23.95,31.14,73.4,6.93
110,Carauari,100,BR,1571535439,97,-4.88,-66.9,74.56,2.01
111,Ahipara,99,NZ,1571535439,64,-35.17,173.16,59.39,2.89
112,Hilo,90,US,1571535440,69,19.71,-155.08,82.4,5.82
113,Ballina,67,IE,1571535440,87,54.11,-9.15,51.01,8.01
114,Peterhead,20,AU,1571535440,48,-34.83,138.5,66.99,10.29
115,Dudinka,40,RU,1571535441,85,69.41,86.18,12.2,19.33
116,Mount Gambier,90,AU,1571535441,58,-37.83,140.78,57.2,13.87
117,Lorengau,90,PG,1571535441,80,-2.02,147.27,83.06,7.27
118,Kinango,75,KE,1571535442,100,-4.13,39.32,75.2,4.7
119,Pacific Grove,90,US,1571535442,72,36.62,-121.92,64.99,3.36
120,Ilulissat,83,GL,1571535442,86,69.22,-51.1,28.4,5.82
121,Semporna,75,MY,1571535442,74,4.48,118.61,86.0,2.24
122,Nikolskoye,20,RU,1571534929,87,59.7,30.79,48.99,11.18
123,Rome,0,IT,1571535443,82,41.89,12.48,62.01,4.7
124,Komsomolskiy,100,RU,1571535443,94,67.55,63.78,25.01,20.0
125,Souillac,100,FR,1571534901,100,45.6,-0.6,57.2,10.29
126,Avera,90,US,1571535444,100,33.19,-82.53,68.0,10.29
127,Kartaly,0,RU,1571535444,73,53.05,60.64,23.57,9.48
128,Georgetown,75,GY,1571534891,83,6.8,-58.16,82.4,9.17
129,Geraldton,90,CA,1571535445,100,49.72,-86.95,46.4,8.05
130,Kallifitos,0,GR,1571535445,87,41.17,24.22,63.0,2.86
131,Tsaratanana,19,MG,1571535445,72,-16.8,47.65,61.58,9.91
132,Nome,1,US,1571535445,88,30.04,-94.42,79.0,4.7
133,Auki,100,NG,1571535446,78,12.18,6.51,74.81,10.58
134,Lebu,75,ET,1571535414,93,8.96,38.73,55.4,2.24
135,Tres Coracoes,94,BR,1571535446,95,-21.7,-45.25,62.38,2.42
136,Sitka,11,US,1571535447,49,37.17,-99.65,59.0,8.99
137,Port Macquarie,75,AU,1571534926,48,-31.43,152.91,73.99,12.75
138,Acapulco,75,MX,1571535447,88,16.86,-99.88,80.6,2.24
139,Ponta do Sol,100,BR,1571534914,58,-20.63,-46.0,73.59,1.77
140,Scarborough,100,GB,1571535447,87,54.28,-0.41,48.99,9.17
141,Barcelos,100,BR,1571535448,84,-0.97,-62.93,76.72,3.11
142,Talaya,0,RU,1571535448,85,55.79,84.89,14.0,2.24
143,Dubbo,0,AU,1571535448,20,-32.25,148.6,68.0,11.41
144,Yulara,76,AU,1571534913,21,-25.24,130.99,84.2,19.46
145,Rutland,1,US,1571535449,86,43.61,-72.97,39.99,6.93
146,Kapaa,20,US,1571534899,74,22.08,-159.32,84.2,11.41
147,Benguela,15,AO,1571535449,86,-12.58,13.4,71.77,4.5
148,Makakilo City,1,US,1571535450,62,21.35,-158.09,87.8,9.17
149,Impfondo,99,CD,1571535450,96,1.62,18.06,69.72,2.48
150,Wuwei,0,CN,1571535450,53,37.93,102.64,53.01,5.97
151,Norman Wells,90,CA,1571534921,92,65.28,-126.83,30.2,3.36
152,Mufumbwe,0,ZM,1571535451,30,-13.68,24.8,57.62,1.97
153,Los Llanos de Aridane,40,ES,1571535451,64,28.66,-17.92,69.8,4.7
154,Sistranda,20,NO,1571534903,75,63.73,8.83,43.0,9.17
155,Kulu,100,CD,1571535452,99,3.47,23.69,66.91,2.15
156,Severo-Kurilsk,0,RU,1571535452,77,50.68,156.12,40.63,15.48
157,Juye,9,CN,1571535452,40,35.39,116.09,73.66,7.45
158,Adeje,100,NG,1571535452,92,5.68,5.76,74.85,5.41
159,Lakselv,100,NO,1571535453,85,70.05,24.96,23.0,11.41
160,Bethel,1,US,1571535454,69,60.79,-161.76,33.8,4.7
161,Saint Anthony,90,US,1571535454,70,43.97,-111.68,36.0,18.34
162,Jacareacanga,98,BR,1571535454,98,-6.22,-57.76,72.42,2.44
163,Saint-Augustin,5,CA,1571535455,80,45.63,-73.98,42.8,2.73
164,Port Elizabeth,1,US,1571535455,87,39.31,-74.98,57.0,4.25
165,Atasu,100,KZ,1571535455,90,48.68,71.64,32.41,18.77
166,Marawi,74,PH,1571535456,78,8.0,124.29,82.99,5.01
167,Vardo,1,US,1571535456,71,39.62,-77.74,55.0,4.7
168,Fortuna,1,US,1571535411,76,40.6,-124.16,57.99,8.05
169,Chumphon,20,TH,1571535457,88,10.5,99.18,82.4,5.82
170,Pevek,100,RU,1571534912,74,69.7,170.27,26.93,17.9
171,College,75,US,1571534906,64,64.86,-147.8,35.6,2.89
172,Torbay,20,CA,1571534917,93,47.66,-52.73,48.0,16.11
173,Mangrol,40,IN,1571535457,78,25.33,76.51,73.4,3.42
174,Sapa,40,PH,1571535458,79,14.32,120.76,88.0,4.7
175,Quatre Cocos,40,MU,1571535458,68,-20.21,57.76,71.6,12.75
176,Razole,100,IN,1571535458,84,16.48,81.84,80.9,10.76
177,Pangnirtung,50,CA,1571534919,53,66.15,-65.72,12.86,3.38
178,Lowestoft,33,GB,1571535459,100,52.48,1.75,46.99,4.7
179,Lagoa,0,PT,1571535459,87,37.14,-8.45,59.0,8.05
180,Shevchenkove,0,UA,1571535459,93,49.7,37.18,46.4,3.89
181,Yumen,0,CN,1571535460,18,40.29,97.04,49.69,7.0
182,Bindura,0,ZW,1571535460,64,-17.3,31.33,58.51,3.31
183,Izmalkovo,88,RU,1571535461,90,52.69,37.97,48.39,6.04
184,Leningradskiy,100,RU,1571535461,88,69.38,178.42,28.75,24.47
185,Sisimiut,0,GL,1571535461,73,66.94,-53.67,32.62,15.57
186,Marsa Matruh,0,EG,1571535462,83,31.35,27.25,73.4,9.17
187,Shirakawa,75,JP,1571535462,59,37.12,140.24,66.99,16.11
188,Mahebourg,40,MU,1571535462,68,-20.41,57.7,71.6,12.75
189,Haines Junction,98,CA,1571535463,90,60.75,-137.51,25.39,2.89
190,Xining,100,CN,1571535463,56,36.62,101.77,39.52,5.82
191,Puerto del Rosario,30,ES,1571535463,83,28.5,-13.86,71.6,11.41
192,Bandipur,75,IN,1571535464,75,11.67,76.63,72.01,1.23
193,Clyde River,1,CA,1571534908,78,70.47,-68.59,15.8,4.7
194,Tuktoyaktuk,75,CA,1571535464,85,69.44,-133.03,23.0,12.75
195,Phetchabun,20,TH,1571535464,69,16.42,101.16,78.8,4.7
196,Devils Lake,1,US,1571535465,81,48.11,-98.87,42.8,6.93
197,Challans,90,FR,1571535465,93,46.85,-1.88,53.6,3.36
198,Castrillon,90,ES,1571535465,87,43.4,-6.79,51.8,8.05
199,Kushiro,40,JP,1571535466,77,43.11,144.15,60.8,4.7
200,Pisco,0,PE,1571534914,82,-13.71,-76.2,64.99,16.11
201,Husavik,15,CA,1571535466,86,50.56,-96.99,46.99,3.0
202,Touros,75,BR,1571534919,83,-5.2,-35.46,77.0,11.41
203,Jumla,100,NP,1571534932,66,29.28,82.18,40.7,3.04
204,Piuma,100,BR,1571535467,92,-20.84,-40.72,71.38,4.92
205,Kungurtug,100,RU,1571535467,62,50.6,97.53,30.34,2.13
206,Airai,5,TL,1571535467,38,-8.93,125.41,91.75,6.06
207,Ous,17,RU,1571535468,69,60.91,61.52,21.7,7.99
208,Benjamin Hill,0,MX,1571535468,60,30.17,-111.1,73.0,6.82
209,Presidencia Roque Saenz Pena,97,AR,1571535468,70,-26.79,-60.44,62.68,4.92
210,Palembang,20,ID,1571535469,88,-2.99,104.76,78.8,4.7
211,Dikson,100,RU,1571535469,95,73.51,80.55,26.56,25.59
212,Karratha,85,AU,1571535469,13,-20.74,116.85,98.95,6.96
213,Rio Grande,100,BR,1571535470,95,-32.03,-52.1,49.2,3.58
214,Plettenberg Bay,88,ZA,1571535470,91,-34.05,23.37,60.97,4.18
215,Meulaboh,82,ID,1571535470,80,4.14,96.13,80.9,6.82
216,Yar-Sale,100,RU,1571535471,62,66.83,70.83,27.62,19.53
217,Dire Dawa,0,ET,1571535471,87,9.59,41.86,59.68,0.98
218,Vila Velha,75,BR,1571534931,78,-3.71,-38.6,80.6,10.29
219,Hagen,89,DE,1571535471,100,51.36,7.47,54.0,5.82
220,Manzil Salim,0,TN,1571535472,62,35.86,8.48,59.0,4.34
221,San Patricio,38,PY,1571535472,80,-26.98,-56.83,61.21,6.89
222,Coleraine,77,AU,1571535472,66,-37.6,141.69,58.18,7.83
223,Khor,0,RU,1571535473,54,47.88,134.96,54.83,7.18
224,Mareeba,0,AU,1571535473,58,-16.99,145.42,91.99,8.05
225,Harper,1,US,1571535474,23,30.3,-99.24,82.4,5.82
226,Boffa,79,GN,1571535474,83,10.18,-14.04,81.02,8.03
227,Dasoguz,0,TM,1571535474,21,41.84,59.97,42.8,2.24
228,Lazarev,100,RU,1571535474,87,52.23,141.51,43.57,2.89
229,Aden,100,YE,1571535475,71,12.79,45.03,81.47,9.06
230,Chokurdakh,6,RU,1571534902,88,70.62,147.9,2.78,7.54
231,Vostok,0,RU,1571535475,55,46.45,135.83,53.95,5.53
232,Alofi,35,NU,1571535476,74,-19.06,-169.92,82.4,12.75
233,Petropavlovsk-Kamchatskiy,0,RU,1571535476,36,53.05,158.65,44.6,4.47
234,Isangel,75,VU,1571534942,69,-19.55,169.27,82.4,9.17
235,La Palma,100,CO,1571535476,98,5.36,-74.39,67.43,1.3
236,Icod de los Vinos,75,ES,1571535477,82,28.37,-16.71,70.0,14.99
237,Savannah Bight,100,HN,1571535477,80,16.45,-85.85,85.43,24.9
238,Caravelas,30,BR,1571535477,86,-17.73,-39.27,74.15,4.94
239,Padang,100,ID,1571534922,87,-0.92,100.36,77.82,14.72
240,Khankala,90,RU,1571535478,100,43.3,45.76,46.4,2.24
241,Bambous Virieux,40,MU,1571535478,68,-20.34,57.76,71.6,12.75
242,Road Town,40,VG,1571535478,78,18.42,-64.62,82.4,11.34
243,Huarmey,95,PE,1571535479,90,-10.07,-78.15,61.58,18.59
244,Hit,0,IQ,1571535479,53,33.64,42.83,69.83,3.71
245,Tomatlan,100,MX,1571535479,87,19.93,-105.25,79.26,13.44
246,Narasannapeta,47,IN,1571535480,75,18.42,84.04,81.49,4.54
247,Olinda,90,AU,1571535480,54,-37.84,145.39,63.0,17.22
248,Abu Samrah,0,SY,1571535481,84,35.3,37.18,63.89,6.62
249,Vvedenskoye,0,RU,1571535481,81,55.29,38.01,53.01,6.71
250,Kavieng,16,PG,1571534902,79,-2.57,150.8,82.8,12.41
251,Skibbereen,75,IE,1571535482,93,51.55,-9.27,44.6,11.41
252,Chimoio,75,MZ,1571535482,94,-19.11,33.48,69.8,1.81
253,Teya,40,MX,1571535482,78,21.05,-89.07,84.0,6.42
254,Tarakan,40,ID,1571535483,79,3.3,117.63,86.0,6.93
255,Marsh Harbour,100,BS,1571535483,81,26.54,-77.06,82.05,18.41
256,Vangaindrano,73,MG,1571534921,92,-23.35,47.6,67.23,3.67
257,Minsk,100,BY,1571535483,100,53.9,27.56,48.2,3.53
258,Mandalgovi,27,MN,1571535484,31,45.76,106.27,37.63,7.45
259,Castro,0,CL,1571535484,87,-42.48,-73.76,46.4,4.7
260,Lasa,0,CY,1571534931,82,34.92,32.53,69.8,9.17
261,Viedma,0,AR,1571535485,48,-40.81,-62.99,60.97,17.63
262,Golden,1,US,1571535485,20,39.76,-105.22,55.4,6.93
263,Sur,0,OM,1571535486,33,22.57,59.53,80.61,4.03
264,Moroni,20,GR,1571535486,88,35.09,24.92,66.0,8.05
265,Marystown,3,CA,1571535486,2,47.17,-55.16,48.0,7.0
266,Saintes,100,FR,1571535486,100,45.74,-0.63,55.4,10.29
267,Gao,100,ML,1571535487,19,16.28,-0.04,93.39,7.85
268,Provideniya,90,RU,1571534920,83,64.42,-173.23,25.22,5.14
269,Shabo,40,UA,1571535487,100,46.13,30.39,48.2,2.35
270,Nador,0,MA,1571535488,72,35.17,-2.93,64.4,2.24
271,Saint George,20,GR,1571534917,100,39.45,22.34,57.2,1.01
272,Cabo San Lucas,75,MX,1571535488,78,22.89,-109.91,79.0,13.87
273,Abu Dhabi,0,AE,1571535489,78,24.47,54.37,82.4,2.24
274,San Juan de la Maguana,75,DO,1571535489,83,18.81,-71.23,82.4,14.99
275,Praia da Vitoria,75,PT,1571535489,82,38.73,-27.07,60.8,9.95
276,Trat,75,TH,1571535489,94,12.25,102.51,86.0,3.36
277,Luncavita,90,RO,1571535490,100,45.28,28.27,52.0,1.12
278,Biak,100,ID,1571535490,92,-0.91,122.88,70.67,4.36
279,Mizdah,78,LY,1571535490,64,31.45,12.98,62.95,5.5
280,Odienne,9,CI,1571535491,92,9.51,-7.57,70.48,4.14
281,Melbu,14,NO,1571535491,81,68.5,14.83,32.0,5.01
282,Dunedin,100,NZ,1571535491,60,-45.87,170.5,61.0,15.01
283,Fort Saint James,75,CA,1571535492,93,54.43,-124.25,29.72,1.3
284,Tashtyp,100,RU,1571535492,93,52.8,89.89,27.98,2.46
285,Walvis Bay,0,NA,1571535492,95,-22.95,14.51,59.0,5.99
286,Lata,0,IN,1571535492,42,30.78,78.62,34.44,3.74
287,Grand Gaube,40,MU,1571535493,68,-20.01,57.66,71.6,12.75
288,San Policarpo,47,PH,1571535493,67,12.18,125.51,84.57,5.44
289,Curup,100,ID,1571535493,50,-3.47,102.53,81.26,3.96
290,Portland,1,US,1571535365,75,43.66,-70.25,46.0,4.7
291,Alice Springs,0,AU,1571535494,14,-23.7,133.88,82.4,16.11
292,Pakxe,20,LA,1571535494,78,15.12,105.78,77.0,2.24
293,North Platte,1,US,1571535495,52,41.12,-100.77,52.0,6.93
294,San Jeronimo,100,PE,1571535495,75,-13.65,-73.37,49.4,7.09
295,Alta Floresta,100,BR,1571535495,92,-9.87,-56.08,71.0,2.68
296,Bontang,100,ID,1571535496,58,0.12,117.47,88.37,4.45
297,Nhamunda,63,BR,1571535496,89,-2.19,-56.71,73.93,2.15
298,Deputatskiy,90,RU,1571535496,95,69.3,139.9,10.25,1.74
299,Tabas,47,IR,1571535496,21,33.6,56.92,60.8,4.7
300,Gopalpur,0,BD,1571535497,66,24.18,89.13,81.06,8.12
301,Barcelona,40,ES,1571535497,82,41.38,2.18,70.0,1.12
302,Naze,40,NG,1571535412,94,5.43,7.07,75.2,3.67
303,Palmer,20,AU,1571534927,48,-34.85,139.16,62.01,10.29
304,Henties Bay,0,NA,1571535498,95,-22.12,14.28,59.0,5.99
305,Visnes,94,NO,1571535498,81,59.36,5.22,50.0,8.05
306,Dabat,30,ET,1571535499,71,12.98,37.77,63.91,2.71
307,Juba,96,EE,1571535499,93,57.82,26.93,46.0,2.24
308,Drumnadrochit,57,GB,1571535499,81,57.34,-4.48,46.4,14.99
309,Nizhnevartovsk,90,RU,1571535499,73,60.93,76.58,21.2,6.71
310,Norsup,75,VU,1571535500,70,-16.07,167.38,86.0,9.17
311,Buala,2,SB,1571535500,71,-8.15,159.59,84.62,8.21
312,Jalu,0,LY,1571535500,83,29.03,21.55,67.31,7.92
313,Pimentel,10,BR,1571535501,92,-3.7,-45.5,74.99,2.95
314,Lompoc,1,US,1571535501,72,34.64,-120.46,73.99,13.87
315,Moyale,100,ET,1571535501,88,3.52,39.05,68.35,3.4
316,Mangai,91,CD,1571535502,99,-4.07,19.59,67.51,1.34
317,Ginda,0,IN,1571535502,88,30.69,78.49,62.6,1.01
318,Hofn,41,IS,1571535502,36,64.25,-15.21,26.05,5.93
319,Cervo,99,BR,1571535502,86,-22.19,-46.24,64.39,7.47
320,Okha,100,RU,1571535503,71,53.59,142.95,47.29,4.14
321,Murindo,100,CO,1571535503,96,6.98,-76.75,72.42,2.01
322,Coquimbo,90,CL,1571535503,76,-29.95,-71.34,55.4,8.05
323,Camacupa,24,AO,1571535504,82,-12.02,17.48,60.25,3.47
324,Westport,1,US,1571535504,71,41.14,-73.36,52.0,0.76
325,Kruisfontein,100,ZA,1571535504,93,-34.0,24.73,61.69,7.07
326,Srednekolymsk,100,RU,1571535505,83,67.46,153.71,17.47,5.5
327,Ambilobe,11,MG,1571535505,70,-13.19,49.05,73.01,10.33
328,Samarai,0,PG,1571535505,64,-10.62,150.67,81.37,7.85
329,Cheyenne,75,US,1571535505,26,41.14,-104.82,55.99,9.17
330,Birobidzhan,9,RU,1571535506,48,48.79,132.93,55.9,2.48
331,Chapais,1,CA,1571535506,87,49.78,-74.86,32.0,2.24
332,Churapcha,97,RU,1571535506,78,62.0,132.43,34.33,1.43
333,Pakxan,60,LA,1571535507,55,18.39,103.66,83.04,2.59
334,Huanuni,100,BO,1571535507,70,-18.29,-66.83,46.23,5.53
335,Ancud,0,CL,1571535507,87,-41.87,-73.83,46.4,4.7
336,Camargo,0,MX,1571535508,44,27.69,-105.17,68.75,5.61
337,Beringovskiy,100,RU,1571535508,78,63.05,179.32,22.87,6.35
338,Shimoda,75,JP,1571535508,73,34.7,138.93,78.01,13.87
339,Vanimo,86,PG,1571535509,69,-2.67,141.3,84.68,8.9
340,Suntar,95,RU,1571534915,87,62.16,117.65,28.25,2.48
341,Cayenne,75,GF,1571535509,78,4.94,-52.33,82.4,3.36
342,Batagay-Alyta,100,RU,1571535510,89,67.8,130.41,17.47,2.21
343,Athabasca,97,CA,1571535510,94,54.72,-113.29,35.02,9.91
344,Nicoya,0,CR,1571535510,94,10.15,-85.45,77.0,2.24
345,Nadvoitsy,100,RU,1571535511,95,63.89,34.27,41.5,7.87
346,Narsaq,100,GL,1571535511,66,60.91,-46.05,48.2,11.41
347,Morehead,40,US,1571535511,55,38.18,-83.43,60.8,5.82
348,Antofagasta,90,CL,1571534932,72,-23.65,-70.4,59.0,10.29
349,Belaya Gora,99,RU,1571535512,92,68.54,146.19,16.15,3.74
350,Goure,100,NE,1571535513,62,13.98,10.27,81.0,4.0
351,Calbuco,90,CL,1571535513,87,-41.77,-73.13,50.0,5.82
352,Parakai,100,NZ,1571535513,63,-36.66,174.44,66.99,11.41
353,Arraial do Cabo,80,BR,1571535513,89,-22.97,-42.02,72.64,9.89
354,Amapa,75,HN,1571535514,70,15.09,-87.97,86.0,10.29
355,Punta Alta,0,AR,1571535514,73,-27.46,-55.82,69.8,11.41
356,Tuatapere,100,NZ,1571534941,90,-46.13,167.69,50.0,13.0
357,Port Lincoln,0,AU,1571535515,73,-34.72,135.86,55.09,10.0
358,Sao Joao da Barra,100,BR,1571535515,92,-21.64,-41.05,70.71,2.26
359,Ust-Maya,100,RU,1571535515,94,60.42,134.54,32.26,2.73
360,The Valley,20,AI,1571535516,78,18.22,-63.06,82.4,6.93
361,Namibe,0,AO,1571535516,85,-15.19,12.15,68.48,5.41
362,Raudeberg,35,NO,1571535517,65,61.99,5.14,44.6,6.93
363,Shache,65,CN,1571535517,85,38.42,77.24,53.01,1.66
364,Hovd,90,NO,1571535517,69,63.83,10.7,43.0,13.87
365,Aripuana,100,BR,1571535518,85,-9.17,-60.63,73.99,2.98
366,Matagami,100,NG,1571535518,97,9.67,8.4,67.56,5.08
367,Goderich,72,CA,1571535518,86,43.74,-81.71,46.0,11.99
368,Jati,0,PK,1571535519,21,24.35,68.27,82.28,10.54
369,Dalbandin,0,PK,1571535519,14,28.9,64.41,71.75,6.64
370,Kitaibaraki,75,JP,1571535520,59,36.84,140.74,73.0,16.11
371,Vidim,0,CZ,1571535520,93,50.47,14.53,54.0,6.93
372,Oyem,100,GA,1571535520,99,1.6,11.57,66.62,4.0
373,Mondovi,1,US,1571535520,87,44.57,-91.67,53.01,4.7
374,Pontianak,40,ID,1571535521,88,-0.02,109.34,78.8,2.66
